episode,step,x,y,angle,speed,drift_angle,action,reward,laps,done,offtrack_death
2,65,188.7,126.1,58.0,1.28,26.4,0,22.89,0,0,0
2,66,189.4,125.0,58.5,1.25,26.9,0,22.34,0,0,0
2,67,190.0,123.9,58.7,1.23,27.1,0,21.74,0,0,0
2,68,190.7,122.9,59.2,1.26,26.2,6,22.46,0,0,0
2,69,191.4,121.8,59.9,1.30,25.6,6,23.24,0,0,0
2,70,192.2,120.7,60.8,1.34,25.2,6,24.10,0,0,0
2,71,193.0,119.6,62.0,1.37,25.2,6,25.05,0,0,0
2,72,193.9,118.5,63.5,1.41,25.5,6,26.10,0,0,0
2,73,194.8,117.4,65.3,1.44,26.1,6,27.28,0,0,0
2,74,195.7,116.3,67.0,1.47,26.7,6,28.46,0,0,0
2,75,196.7,115.1,68.7,1.51,27.2,6,29.64,0,0,0
2,76,197.8,114.0,70.4,1.54,27.8,6,80.81,0,0,0
2,77,198.9,112.9,72.1,1.57,28.3,6,31.99,0,0,0
2,78,200.0,111.8,73.8,1.60,28.8,6,33.16,0,0,0
2,79,201.2,110.6,75.5,1.63,29.3,6,34.32,0,0,0
2,80,202.4,109.5,77.2,1.65,29.8,6,35.48,0,0,0
2,81,203.7,108.4,78.8,1.68,30.3,6,36.63,0,0,0
2,82,205.0,107.3,80.4,1.71,30.8,6,37.77,0,0,0
2,83,206.3,106.2,82.1,1.73,31.2,6,38.90,0,0,0
2,84,207.7,105.1,83.7,1.76,31.7,6,40.02,0,0,0
2,85,209.1,104.0,85.3,1.78,32.1,6,41.13,0,0,0
2,86,210.6,103.0,86.9,1.80,32.6,6,42.23,0,0,0
2,87,212.1,102.0,88.5,1.82,33.0,6,43.31,0,0,0
2,88,213.6,100.9,90.0,1.85,33.4,6,44.38,0,0,0
2,89,215.2,99.9,91.6,1.87,33.8,6,45.43,0,0,0
2,90,216.8,99.0,93.2,1.89,34.2,6,46.47,0,0,0
2,91,218.5,98.0,94.7,1.91,34.6,6,47.49,0,0,0
2,92,220.1,97.1,96.2,1.92,35.0,6,48.50,0,0,0
2,93,221.9,96.2,97.8,1.94,35.4,6,49.49,0,0,0
2,94,223.6,95.3,99.3,1.96,35.7,6,50.46,0,0,0
2,95,225.4,94.5,100.8,1.98,36.1,6,51.41,0,0,0
2,96,227.2,93.7,102.3,1.99,36.4,6,52.35,0,0,0
2,97,229.1,92.9,103.8,2.01,36.8,6,53.26,0,0,0
2,98,231.0,92.1,105.3,2.02,37.1,6,54.16,0,0,0
2,99,232.9,91.4,106.8,2.04,37.4,6,55.04,0,0,0
2,100,234.8,90.7,108.3,2.05,37.8,6,55.90,0,0,0
2,101,236.8,90.1,109.8,2.07,38.1,6,56.74,0,0,0
2,102,238.8,89.5,111.3,2.08,38.4,6,57.56,0,0,0
2,103,240.8,88.9,112.8,2.09,38.7,6,58.36,0,0,0
2,104,242.8,88.4,114.2,2.10,39.0,6,59.14,0,0,0
2,105,244.9,87.9,115.7,2.12,39.3,6,59.90,0,0,0
2,106,246.9,87.4,117.2,2.13,39.6,6,60.64,0,0,0
2,107,249.0,87.0,118.6,2.14,39.9,6,61.36,0,0,0
2,108,251.2,86.6,119.8,2.15,39.9,1,61.89,0,0,0
2,109,253.3,86.3,120.8,2.16,39.7,1,62.25,0,0,0
2,110,255.4,86.0,121.5,2.17,39.3,1,62.46,0,0,0
2,111,257.6,85.7,122.1,2.18,38.7,1,62.53,0,0,0
2,112,259.8,85.5,122.5,2.19,38.0,1,62.48,0,0,0
2,113,262.0,85.4,122.6,2.20,37.0,1,62.29,0,0,0
2,114,264.2,85.2,123.0,2.21,36.3,6,62.26,0,0,0
2,115,266.4,85.1,123.5,2.22,35.8,6,62.40,0,0,0
2,116,268.6,85.1,124.3,2.23,35.5,6,62.71,0,0,0
2,117,270.9,85.1,125.2,2.25,35.5,6,63.20,0,0,0
2,118,273.1,85.1,126.4,2.26,35.6,6,63.88,0,0,0
2,119,275.4,85.2,127.3,2.27,35.6,1,64.35,0,0,0
2,120,277.7,85.3,128.1,2.28,35.3,1,64.63,0,0,0
2,121,280.0,85.4,128.6,2.29,34.8,1,64.74,0,0,0
2,122,282.3,85.6,129.0,2.30,34.2,1,64.70,0,0,0
2,123,284.6,85.9,129.1,2.31,33.4,1,64.49,0,0,0
2,124,286.9,86.1,129.5,2.32,32.8,6,64.47,0,0,0
2,125,289.2,86.4,130.0,2.33,32.5,6,64.63,0,0,0
2,126,291.5,86.8,130.7,2.35,32.3,6,64.99,0,0,0
2,127,293.8,87.2,131.7,2.36,32.3,6,65.55,0,0,0
2,128,296.2,87.6,132.8,2.37,32.6,6,66.33,0,0,0
2,129,298.4,88.0,134.2,2.32,34.0,3,65.43,0,0,0
2,130,300.7,88.4,135.6,2.27,35.3,3,64.47,0,0,0
2,131,302.9,88.8,137.0,2.23,36.8,3,63.46,0,0,0
2,132,305.0,89.2,138.4,2.18,38.2,3,62.39,0,0,0
2,133,307.1,89.6,139.8,2.14,39.6,3,61.28,0,0,0
2,134,309.2,89.9,141.3,2.10,41.1,3,60.13,0,0,0
2,135,311.2,90.3,142.8,2.06,42.5,3,58.93,0,0,0
2,136,313.2,90.7,144.3,2.01,44.0,3,57.70,0,0,0
2,137,315.1,91.0,145.8,1.97,45.5,3,56.44,0,0,0
2,138,317.0,91.4,147.3,1.93,47.0,3,55.15,0,0,0
2,139,318.9,91.7,148.8,1.90,48.6,3,53.83,0,0,0
2,140,320.7,92.0,150.3,1.86,50.1,3,52.49,0,0,0
2,141,322.5,92.4,151.9,1.82,51.7,3,51.13,0,0,0
2,142,324.3,92.7,153.5,1.78,53.2,3,49.75,0,0,0
2,143,326.0,93.0,155.1,1.75,54.8,3,48.36,0,0,0
2,144,327.7,93.3,156.7,1.71,56.4,3,46.95,0,0,0
2,145,329.3,93.6,158.3,1.68,58.1,3,45.54,0,0,0
2,146,331.0,93.9,159.9,1.65,59.7,3,44.12,0,0,0
2,147,332.6,94.2,161.6,1.65,59.3,6,44.21,0,0,0
2,148,334.2,94.6,163.2,1.65,58.9,6,44.31,0,0,0
2,149,335.8,95.1,164.9,1.66,58.5,6,44.43,0,0,0
2,150,337.3,95.6,166.5,1.62,60.1,3,43.03,0,0,0
2,151,338.8,96.0,168.2,1.59,61.8,3,41.62,0,0,0
2,152,340.3,96.4,169.9,1.56,63.5,3,40.22,0,0,0
2,153,341.8,96.9,171.5,1.53,65.2,3,38.82,0,0,0
2,154,343.2,97.3,173.3,1.50,66.9,3,37.41,0,0,0
2,155,344.6,97.7,175.0,1.47,68.6,3,36.02,0,0,0
2,156,346.0,98.1,176.7,1.44,70.3,3,34.63,0,0,0
2,157,347.4,98.5,178.5,1.41,72.1,3,33.25,0,0,0
2,158,348.7,98.9,180.2,1.38,73.9,3,31.88,0,0,0
2,159,350.0,99.3,182.0,1.35,75.6,3,30.52,0,0,0
2,160,351.3,99.7,183.8,1.33,77.4,3,29.17,0,0,0
2,161,352.5,100.0,185.6,1.30,79.2,3,-4570.54,0,1,1
